CellReference,OS_ID,Prolific_ID,Age,GenderWORD,GenderNUM,Occupation,HighestEducationLevelTEXT,OtherIfApplicable,HighestEducationLevelTEXT2,HighestEducationLevelNUM,CompExpertiseText,CompExpertiseNUM,GEN_ATTITUDE_REVERSED,NR1,NR2,NR3,NR4,NR5,NR6,NR7,NR8,NR9,NR10,NR11,NR12,NR13,NR14,NR15,NR16,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,GENERALATTUNREVERSED,N9,N13,P13,N14,N15,P14,N16,P15,P16,P9,P10,N10,N11,P11,N12,P12,N1,P5,N5,P6,N6,P7,N7,N8,P8,P1,N2,P2,N3,P3,N4,P4,COMFORTABLENESS,Scom1,Scom2,Scom3,Scom4,Scom5,Scom6,Scom7,Scom8,Scom9,Scom10,Scom11,Scom12,Scom13,Scom14,Scom15,Scom16,Scom17,Scom18,Scom19,Scom20,Scom21,Scom22,Scom23,Scom24,Scom25,Scom26,Scom27,Scom28,Scom29,Scom30,Scom31,Scom32,Scom33,Scom34,Scom35,Scom36,Scom37,Scom38,Scom39,Scom40,Scom41,Scom42,CAPABILITY,Scap1,Scap2,Scap3,Scap4,Scap5,Scap6,Scap7,Scap8,Scap9,Scap10,Scap11,Scap12,Scap13,Scap14,Scap15,Scap16,Scap17,Scap18,Scap19,Scap20,Scap21,Scap22,Scap23,Scap24,Scap25,Scap26,Scap27,Scap28,Scap29,Scap30,Scap31,Scap32,Scap33,Scap34,Scap35,Scap36,Scap37,Scap38,Scap39,Scap40,Scap41,Scap42,TECHREADYUNREVERSED,TR1,TR2,TR3,TR4,TR5,TR6,TR7,TR8,TR9,TR10,TR11,TR12,TR13,TR14,TR15,TR16,TR17,TR18,TECHREADYREVERSED,TR1Innov,TR2Innov,TR3Innov,TR4Innov,TR5Opt,TR6Opt,TR7Opt,TR8Opt,TR9Discomf,TR10Discomf,TR11Discomf,TR12Discomf,TR13Insec,TR14Insec,TR15Insec,TR16Insec,TR17Insec,TR18Insec,END_TRI_REV,OpenComments,StartDate,CompletionDate,OVERALLS_Hereafter,PosGENATT,NegGENATT,ComfAIbigDataAutomation,ComfAIHumanJudg,CapAIforBigData,CapAIHumanJudg,TRI_INNOV,TRI_OPT,TRI_DISCOMF,TRI_INSEC
65,475005-474996-46947959,removed_to_protect_anonymity,46,female,1,PA,A-level or equivalent,NA,A-level or equivalent,3,"Average computer user, using the internet, standard applications etc.",3, ,4,4,3,5,4,2,3,3,4,3,3,2,4,2,1,4,4,3,4,4,4,5,4,4,4,5,5,3,2,3,2,4, ,2,2,2,4,5,3,2,2,4,4,5,3,3,5,4,3,2,4,2,5,4,4,3,3,4,4,2,3,3,4,1,4, ,5,1,5,2,3,2,5,2,2,5,2,5,3,4,2,5,4,1,5,3,5,2,2,2,4,5,4,4,2,2,5,5,5,3,2,3,4,2,4,4,1,5, ,4,2,4,3,1,4,4,3,3,4,2,4,3,3,1,4,2,4,3,3,4,3,2,4,3,5,4,5,3,2,5,3,4,5,3,5,4,2,5,5,3,4, ,1,4,3,2,4,4,4,2,2,3,2,4,1,1,1,1,1,1, ,1,4,3,2,4,4,4,2,4,3,4,2,5,5,5,5,5,5, ,"I love the idea of artificial intelligence.  However, like most people, I think it needs to be used carefully.",2019-05-09 09:56:26 UTC,2019-05-09 10:16:57 UTC, ,3.916666667,3.25,4.30769230769231,2.9,4,3.23076923076923,2.5,3.5,3.25,5
66,475005-474996-46947811,removed_to_protect_anonymity,56,male,0,Photographer,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,2,2,3,3,3,2,2,2,1,2,3,2,2,3,1,3,2,4,4,3,4,3,4,2,4,3,3,3,3,2,1,2, ,5,4,3,3,5,2,3,1,2,4,3,4,3,3,4,3,4,4,3,3,4,4,4,4,2,2,4,4,3,4,3,3, ,4,2,4,4,3,2,2,1,1,4,1,4,2,4,1,3,4,1,5,2,5,2,4,1,4,5,4,4,4,2,3,5,2,3,1,4,3,2,4,4,5,4, ,3,1,3,3,1,1,1,1,1,4,2,5,1,1,1,2,3,2,4,2,5,3,3,4,3,5,5,3,5,2,4,5,2,1,1,3,3,1,5,4,4,4, ,2,4,4,3,3,4,3,5,3,4,4,3,2,2,3,4,3,3, ,2,4,4,3,3,4,3,5,3,2,2,3,4,4,3,2,3,3, ,The titles of the columns would have been good if they were repeated down the page.,2019-05-09 09:54:09 UTC,2019-05-09 10:17:30 UTC, ,3,2.5,3.46153846153846,2.5,3.125,1.92307692307692,3.25,3.75,2.5,3.166666667
67,475005-474996-46947721,removed_to_protect_anonymity,29,Female,1,Finance assistant,A-level or equivalent,NA,A-level or equivalent,3,"Average computer user, using the internet, standard applications etc.",3, ,2,4,2,4,4,4,2,2,4,2,2,1,2,3,1,4,2,2,2,2,4,5,4,4,4,5,4,4,3,4,4,1, ,2,4,3,3,5,4,2,4,1,4,5,4,4,4,5,4,4,4,2,5,2,4,4,4,4,2,2,2,4,2,2,2, ,5,1,5,4,5,2,4,2,4,4,5,5,1,5,1,5,1,1,4,2,5,4,4,5,5,5,4,4,4,4,5,5,4,5,2,5,4,1,5,5,5,5, ,3,1,4,1,2,2,4,3,4,4,5,3,1,5,1,4,1,1,4,2,5,3,2,4,4,5,5,4,4,2,4,4,4,2,3,2,3,1,5,5,3,4, ,2,4,3,2,4,5,5,5,4,4,4,3,4,4,4,4,5,5, ,2,4,3,2,4,5,5,5,2,2,2,3,2,2,2,2,1,1, , ,2019-05-09 09:52:48 UTC,2019-05-09 10:18:27 UTC, ,3.583333333,2.875,4.69230769230769,2.6,4.5,2.30769230769231,2.75,4.75,2.25,1.666666667
68,475005-474996-46948031,removed_to_protect_anonymity,50,Female,1,Behaviour Officer,GCSE or equivalent,NA,GCSE or equivalent,2,User of specialist applications but not an IT specialist,4, ,3,2,2,4,2,3,3,2,4,1,3,4,2,4,1,2,4,2,2,4,4,5,2,4,2,2,4,4,5,2,1,5, ,2,4,5,2,5,2,4,1,5,2,2,5,3,4,2,4,3,4,4,5,3,2,3,4,4,4,4,2,4,2,2,4, ,5,2,5,4,2,1,5,5,5,5,5,5,4,5,2,5,5,1,5,1,5,2,5,2,5,5,5,5,5,2,5,5,2,2,1,5,2,2,5,5,2,5, ,4,1,4,2,1,3,5,5,3,4,4,4,3,4,1,4,2,1,5,2,5,2,2,4,1,5,4,2,2,2,5,4,4,1,1,3,2,2,5,5,2,5, ,2,4,4,2,4,4,4,4,2,4,4,2,2,2,4,2,4,2, ,2,4,4,2,4,4,4,4,4,2,2,4,4,4,2,4,2,4, , ,2019-05-09 09:57:45 UTC,2019-05-09 10:18:35 UTC, ,3.25,2.75,4.76923076923077,3.2,4.375,2.23076923076923,3,4,3,3.333333333
69,475005-474996-46947808,removed_to_protect_anonymity,46,Male,0,Investment Manager,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,2,4,4,4,3,2,2,2,2,2,2,2,3,4,1,4,2,4,4,5,4,5,4,5,5,5,4,3,4,4,4,2, ,4,3,4,2,5,4,2,4,2,5,5,4,4,4,4,3,4,4,3,5,4,4,4,4,5,2,2,4,2,4,2,5, ,5,2,5,4,1,5,5,4,3,5,5,5,3,4,2,5,3,1,3,2,5,4,3,4,5,5,5,3,4,2,5,5,4,1,4,2,3,2,5,5,2,5, ,3,2,5,4,1,5,5,4,3,4,3,2,3,4,1,4,1,1,5,3,5,4,2,5,3,5,5,3,4,2,5,5,4,1,4,2,3,3,5,5,2,5, ,4,4,4,5,4,4,5,4,3,3,2,3,2,2,4,4,2,4, ,4,4,4,5,4,4,5,4,3,3,4,3,4,4,2,2,4,2, ,"Interesting survey.  I think AI presents some genuine opportunities in areas like medicine, data, autonomous vehicles, financial transactions, security and policing etc., but there are aspects of my life where I fear privacy could be compromised which is a worry:",2019-05-09 09:54:07 UTC,2019-05-09 10:18:37 UTC, ,4.25,2.75,4.76923076923077,3.1,4.375,3.07692307692308,4.25,4.25,3.25,3
70,475005-474996-46948191,removed_to_protect_anonymity,39,Female,1,Senior Project Officer,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,"User of specialist applications but not an IT specialist,Average computer user, using the internet, standard applications etc.",3.5, ,4,3,2,4,4,4,3,4,4,2,3,4,4,4,1,4,3,2,3,4,2,4,4,3,3,4,4,2,2,2,3,2, ,2,2,2,2,5,2,2,3,2,3,4,4,3,4,2,2,2,2,2,4,2,4,3,2,3,3,3,2,4,3,2,4, ,4,1,3,4,3,1,3,3,3,4,5,3,1,5,1,5,5,1,5,1,5,4,1,1,5,5,5,3,5,2,5,5,3,1,2,1,3,3,5,5,3,5, ,2,1,3,4,2,1,3,1,3,4,5,3,2,3,2,5,3,3,3,2,5,4,4,5,2,5,5,3,4,4,5,3,5,5,1,5,2,1,5,5,1,5, ,3,4,4,3,4,4,5,4,3,2,2,1,1,1,1,1,5,5, ,3,4,4,3,4,4,5,4,3,4,4,5,5,5,5,5,1,1, , ,2019-05-09 10:00:37 UTC,2019-05-09 10:18:39 UTC, ,3.25,3.75,4.38461538461539,2.3,4.625,2.46153846153846,3.5,4.25,4,3.666666667
71,475005-474996-46947699,removed_to_protect_anonymity,31,Female,1,Actress,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,1,2,5,4,2,2,1,1,4,1,1,1,2,1,1,2,4,1,1,3,2,5,1,3,4,5,4,2,1,3,3,1, ,2,4,1,5,5,3,4,3,1,4,5,5,5,4,5,2,5,2,4,5,4,1,5,5,3,4,4,1,1,1,2,3, ,4,4,3,1,5,5,1,5,5,4,1,5,5,4,1,2,5,1,1,5,2,1,4,1,3,1,4,5,2,4,4,4,3,4,1,5,5,4,5,4,5,5, ,3,1,2,2,1,2,3,1,3,3,3,3,2,4,1,4,1,4,3,1,4,1,1,5,2,5,3,1,3,1,1,2,3,1,2,3,1,1,4,3,1,2, ,1,1,1,2,1,1,2,1,5,5,3,5,4,4,5,5,2,5, ,1,1,1,2,1,1,2,1,1,1,3,1,2,2,1,1,4,1, , ,2019-05-09 09:52:27 UTC,2019-05-09 10:19:01 UTC, ,3,1.5,3,4.2,3.25,1.38461538461538,1.25,1.25,1.5,1.833333333
72,475005-474996-46947786,removed_to_protect_anonymity,40,Male,0,IT,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,"Average computer user, using the internet, standard applications etc.",3, ,2,4,5,4,3,4,3,4,4,2,3,2,5,3,2,4,3,5,3,5,4,4,4,4,5,5,4,4,5,4,4,3, ,2,1,5,3,4,4,2,4,3,5,5,4,3,4,4,4,4,4,3,4,2,4,3,2,4,3,2,5,1,3,2,5, ,2,1,4,2,1,3,3,3,1,4,4,3,4,3,3,4,3,1,4,3,4,3,4,2,5,4,4,2,3,2,5,5,4,1,5,4,3,4,4,4,1,4, ,2,1,3,1,1,1,2,1,1,3,2,4,3,2,2,2,2,1,3,2,3,2,1,3,2,4,4,2,2,2,5,4,4,1,4,3,5,1,4,4,1,3, ,2,2,4,4,3,4,4,4,2,2,2,4,1,1,4,5,4,4, ,2,2,4,4,3,4,4,4,4,4,4,2,5,5,2,1,2,2, , ,2019-05-09 09:53:49 UTC,2019-05-09 10:19:07 UTC, ,4.166666667,3.375,3.84615384615385,3.1,3.125,2,3,3.75,3.5,2.833333333
73,475005-474996-46948210,removed_to_protect_anonymity,47,male,0,revenue accountant,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,"Considerable IT expertise short of full professional qualifications,User of specialist applications but not an IT specialist",4.5, ,5,2,2,4,4,4,2,4,2,2,3,2,3,3,1,3,2,1,1,3,2,3,2,4,3,3,4,4,3,4,1,1, ,4,3,3,3,5,4,3,1,1,3,3,4,3,4,4,4,1,2,2,3,2,2,4,2,4,2,4,1,4,1,2,3, ,3,1,4,2,3,2,4,2,3,2,2,4,2,3,2,3,3,1,3,2,4,3,4,2,4,3,3,2,4,2,3,4,2,3,2,3,3,3,4,2,3,2, ,3,2,2,2,3,2,3,2,2,2,1,3,2,3,2,3,2,2,2,1,3,2,2,2,3,3,2,2,2,2,3,3,2,2,2,3,2,2,2,2,3,2, ,4,4,4,4,3,3,2,3,2,3,3,2,2,1,1,3,3,3, ,4,4,4,4,3,3,2,3,4,3,3,4,4,5,5,3,3,3, , ,2019-05-09 10:00:56 UTC,2019-05-09 10:19:37 UTC, ,2.583333333,3.375,3.23076923076923,2.4,2.125,2,4,2.75,3.5,3.833333333
74,475005-474996-46947899,removed_to_protect_anonymity,21,male,0,sales executive,GCSE or equivalent,NA,GCSE or equivalent,2,"Average computer user, using the internet, standard applications etc.",3, ,2,4,2,5,2,4,2,4,4,2,2,1,4,4,1,4,4,2,4,5,2,5,4,5,5,5,5,4,4,4,4,2, ,2,2,4,2,5,4,2,4,2,5,5,4,4,5,5,4,4,2,4,5,2,4,4,2,5,4,2,2,4,4,1,5, ,4,2,4,4,4,2,2,2,4,4,4,4,2,5,1,4,2,1,4,2,5,4,4,2,4,4,4,2,4,2,4,4,4,1,2,4,4,2,5,4,4,4, ,2,1,4,2,1,2,4,2,4,2,4,4,1,2,1,4,1,2,4,2,4,2,2,5,2,5,4,2,4,2,4,4,2,2,2,4,3,2,5,4,3,4, ,4,4,4,4,4,5,5,5,2,2,1,1,2,2,4,4,5,5, ,4,4,4,4,4,5,5,5,4,4,5,5,4,4,2,2,1,1, , ,2019-05-09 09:55:36 UTC,2019-05-09 10:19:44 UTC, ,4.333333333,3,4,2.5,3.625,2,4,4.75,4.5,2.333333333
75,475005-474996-46947596,removed_to_protect_anonymity,62,Male,0,General Practitioner,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,"Average computer user, using the internet, standard applications etc.",3, ,4,5,5,5,5,3,4,2,5,2,2,2,5,4,1,4,2,2,5,5,4,5,5,5,5,5,5,3,4,3,5,1, ,1,1,4,2,5,3,2,5,1,5,5,4,4,5,4,3,2,4,1,5,3,5,2,4,5,2,1,2,1,5,1,5, ,5,1,5,4,3,4,4,4,2,5,5,5,2,4,2,5,5,1,5,2,5,5,5,5,5,5,5,5,4,2,5,5,4,1,4,1,5,1,5,5,3,5, ,5,1,4,3,1,5,4,4,2,2,4,5,1,4,1,4,2,2,4,3,2,5,1,4,2,5,4,5,2,3,5,5,4,3,3,4,4,2,5,5,2,5, ,4,5,4,5,5,4,5,5,3,2,3,4,1,1,3,4,2,2, ,4,5,4,5,5,4,5,5,3,4,3,2,5,5,3,2,4,4, , ,2019-05-09 09:50:47 UTC,2019-05-09 10:20:46 UTC, ,4.583333333,3.875,4.69230769230769,3.5,4,3.53846153846154,4.5,4.75,3,3.833333333
76,475005-474996-46948124,removed_to_protect_anonymity,29,Female,1,Designer,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,"Average computer user, using the internet, standard applications etc.",3, ,3,2,3,3,3,2,3,2,3,2,3,2,2,3,1,3,2,2,3,2,3,3,2,2,3,4,3,3,3,3,2,1, ,3,4,3,3,5,3,3,2,1,3,4,4,3,3,4,3,3,3,3,3,4,2,3,4,2,2,4,2,3,3,3,2, ,4,2,5,3,2,2,2,1,2,3,3,5,2,4,1,3,2,1,2,2,5,5,3,2,4,3,2,4,2,2,4,5,3,2,1,3,4,1,4,4,3,4, ,3,1,4,2,3,2,2,1,2,3,4,5,2,4,1,3,1,2,2,1,2,1,2,4,2,3,2,3,2,1,4,3,2,2,1,2,3,1,4,3,3,3, ,2,3,3,3,4,4,4,3,3,2,3,2,3,3,3,3,3,4, ,2,3,3,3,4,4,4,3,3,4,3,4,3,3,3,3,3,2, , ,2019-05-09 09:59:23 UTC,2019-05-09 10:20:53 UTC, ,2.666666667,2.75,3.61538461538462,2.6,2.875,1.69230769230769,2.75,3.75,3.5,2.833333333
77,475005-474996-46947869,removed_to_protect_anonymity,33,Female,1,Academic,Doctoral degree or equivalent,NA,Doctoral degree or equivalent,6,"Average computer user, using the internet, standard applications etc.",3, ,4,5,2,5,2,4,1,4,5,1,4,2,4,5,2,5,4,4,4,5,5,5,5,5,5,5,5,5,2,4,5,4, ,1,2,2,1,4,4,1,5,4,5,5,5,2,5,4,5,2,5,4,5,2,5,5,2,5,4,1,4,4,4,1,5, ,5,1,5,2,3,5,4,3,2,4,5,5,5,4,1,4,5,2,5,1,5,2,5,2,5,5,2,5,3,5,5,5,5,5,4,4,4,2,5,5,5,5, ,3,2,4,2,2,5,4,3,3,3,4,3,1,3,1,5,3,2,3,2,5,2,3,2,3,5,5,2,5,3,4,4,5,3,4,2,3,2,5,4,3,2, ,1,5,5,4,5,5,5,5,5,4,2,2,4,4,4,4,5,5, ,1,5,5,4,5,5,5,5,1,2,4,4,2,2,2,2,1,1, ,The way we live and function in the modern world would not be possible without AI.,2019-05-09 09:55:06 UTC,2019-05-09 10:20:59 UTC, ,4.583333333,3.625,4.38461538461539,3.5,4.375,2.69230769230769,3.75,5,2.75,1.666666667
78,475005-474996-46948297,removed_to_protect_anonymity,42,female,1,Careers Adviser,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,User of specialist applications but not an IT specialist,4, ,2,4,4,3,2,3,3,2,4,2,4,1,2,3,1,3,3,3,1,4,4,4,4,2,3,4,3,3,2,2,2,4, ,2,4,2,3,5,2,3,2,4,3,4,4,2,3,5,3,4,4,4,4,3,4,3,4,2,3,2,3,2,1,3,4, ,5,1,4,4,1,1,4,1,1,3,5,4,4,4,1,5,2,1,5,1,4,2,2,3,5,5,4,2,5,2,5,4,4,1,2,1,2,2,5,4,1,5, ,2,1,3,2,1,2,4,2,2,3,3,3,2,4,1,5,1,2,4,1,5,3,2,5,3,5,5,2,5,3,5,3,4,1,2,2,2,1,5,4,2,4, ,2,2,4,3,3,2,4,5,3,4,3,3,3,2,4,4,3,3, ,2,2,4,3,3,2,4,5,3,2,3,3,3,4,2,2,3,3, , ,2019-05-09 10:02:26 UTC,2019-05-09 10:21:04 UTC, ,3,2.75,4.30769230769231,1.7,4.125,1.84615384615385,2.75,3.5,2.75,2.833333333
79,475005-474996-46948103,removed_to_protect_anonymity,20,Female,1,Waitress,A-level or equivalent,NA,A-level or equivalent,3,User of specialist applications but not an IT specialist,4, ,2,2,4,2,2,2,1,1,2,1,1,3,1,1,3,2,2,1,1,2,2,3,2,2,3,3,4,3,2,2,2,1, ,4,5,2,5,3,2,4,2,1,3,3,5,5,4,3,3,4,2,4,3,4,2,5,5,2,2,4,1,2,1,4,2, ,4,1,5,3,3,2,3,5,5,3,3,3,3,4,1,3,1,1,3,1,5,1,1,3,5,5,4,2,3,3,4,5,3,1,1,2,1,3,5,4,2,3, ,3,2,4,2,1,1,2,3,4,4,2,4,4,3,1,3,2,1,3,2,5,4,3,5,4,5,5,2,3,1,4,4,3,1,1,3,3,2,4,4,3,4, ,3,4,4,5,3,4,5,4,5,5,3,2,1,2,4,4,5,5, ,3,4,4,5,3,4,5,4,1,1,3,4,5,4,2,2,1,1, ,N/A,2019-05-09 09:58:58 UTC,2019-05-09 10:21:58 UTC, ,2.333333333,1.5,3.76923076923077,1.9,3.375,2,4,4,2.25,2.5
80,475005-474996-46948218,removed_to_protect_anonymity,47,F,1,Lab assistant,GCSE or equivalent,NA,GCSE or equivalent,2,"Average computer user, using the internet, standard applications etc.",3, ,4,3,3,3,4,2,1,2,4,2,1,2,2,1,2,1,4,4,4,3,4,4,3,3,4,4,4,5,4,3,4,5, ,2,4,4,5,4,3,5,4,5,4,4,4,5,4,4,5,2,4,2,4,4,3,5,4,3,4,3,4,3,4,3,3, ,2,2,4,2,1,1,2,1,1,1,1,5,2,3,1,4,4,3,4,2,5,1,5,4,4,5,4,2,3,4,4,5,3,1,2,3,3,4,5,3,2,3, ,2,2,4,2,2,2,2,2,3,3,2,3,2,3,1,2,2,2,2,2,4,1,1,3,2,5,4,2,2,2,5,4,3,1,2,2,2,2,4,2,2,2, ,3,5,4,4,4,4,5,4,4,5,3,3,5,1,3,2,2,3, ,3,5,4,4,4,4,5,4,2,1,3,3,1,5,3,4,4,3, , ,2019-05-09 10:01:01 UTC,2019-05-09 10:22:18 UTC, ,3.75,2,3.53846153846154,2,2.75,1.76923076923077,4,4.25,2.25,3.333333333
81,475005-474996-46948205,removed_to_protect_anonymity,35,Female,1,Linen assistant,A-level or equivalent,NA,A-level or equivalent,3,"Average computer user, using the internet, standard applications etc.",3, ,2,4,2,5,3,3,2,3,4,2,3,2,3,4,1,3,3,2,4,4,3,4,4,4,5,5,5,3,4,4,4,3, ,2,3,4,2,5,4,3,4,3,5,5,4,3,5,4,3,4,3,3,4,3,4,4,3,4,3,2,2,4,4,1,4, ,4,3,5,2,1,2,4,4,3,4,2,5,3,3,1,3,4,1,4,2,5,2,5,4,5,4,5,3,4,4,5,4,4,2,2,4,3,1,5,5,2,4, ,2,1,4,2,1,1,4,3,3,4,2,5,1,3,1,4,3,3,4,3,5,1,3,4,4,4,5,2,2,3,5,4,4,2,2,3,3,1,5,5,2,5, ,2,3,3,4,4,5,4,5,2,2,3,4,2,2,4,3,5,4, ,2,3,3,4,4,5,4,5,4,4,3,2,4,4,2,3,1,2, , ,2019-05-09 10:00:49 UTC,2019-05-09 10:24:34 UTC, ,4.083333333,2.875,4.15384615384615,2.8,4.125,2,3,4.5,3.25,2.666666667
82,475005-474996-46948082,removed_to_protect_anonymity,32,female,1,Office admin assistant,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,1,2,1,3,3,3,3,1,5,1,3,2,2,4,1,4,3,2,2,3,2,4,4,3,4,4,3,3,3,2,2,1, ,1,4,3,2,5,2,2,2,1,4,4,5,3,3,4,3,5,2,3,4,3,4,3,5,3,3,4,2,5,2,3,3, ,1,1,5,3,1,5,5,4,4,2,5,5,4,4,1,5,1,1,1,1,3,1,5,3,4,5,4,3,5,5,5,5,5,1,4,5,2,1,5,5,1,5, ,2,1,5,3,1,4,5,3,3,1,5,4,3,5,2,5,1,3,1,1,1,1,3,5,2,5,5,2,3,3,5,4,5,1,2,5,2,1,5,5,1,5, ,1,5,5,5,5,5,5,5,2,4,2,1,5,3,5,5,5,5, ,1,5,5,5,5,5,5,5,4,2,4,5,1,3,1,1,1,1, , ,2019-05-09 09:58:42 UTC,2019-05-09 10:25:14 UTC, ,3.083333333,2.875,4.69230769230769,2.7,4.5,2.07692307692308,4,5,3.75,1.333333333
83,475005-474996-46948336,removed_to_protect_anonymity,26,Female,1,Marketing Manager,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,1,4,2,2,2,4,2,3,2,2,2,2,1,4,3,2,3,2,2,4,3,4,3,3,3,3,2,3,4,2,3,2, ,4,5,4,2,3,2,4,3,2,3,3,4,4,2,4,3,5,3,4,4,2,3,4,3,3,3,2,2,4,2,4,4, ,5,2,4,2,2,2,4,2,4,5,3,5,2,2,1,5,1,1,1,1,5,1,5,2,5,5,5,4,5,1,4,4,4,2,2,5,2,2,5,5,3,4, ,2,1,3,2,2,1,3,2,3,3,2,4,2,2,2,3,2,2,2,1,4,2,4,2,4,2,4,3,2,2,4,4,4,2,2,2,3,1,4,4,2,4, ,4,4,5,4,5,5,5,4,3,3,3,2,2,1,1,1,1,1, ,4,4,5,4,5,5,5,4,3,3,3,4,4,5,5,5,5,5, , ,2019-05-09 10:03:08 UTC,2019-05-09 10:25:46 UTC, ,3.083333333,2.25,4.23076923076923,2.1,3.375,1.92307692307692,4.25,4.75,3.25,4.833333333
84,475005-474996-46948069,removed_to_protect_anonymity,44,Female,1,Administration and Finance Officer,A-level or equivalent,NA,A-level or equivalent,3,User of specialist applications but not an IT specialist,4, ,4,4,2,5,4,2,2,3,2,4,2,2,5,4,3,5,5,3,3,5,3,5,4,5,5,5,5,5,5,4,4,3, ,4,1,5,2,3,4,1,4,3,5,5,2,4,5,4,5,2,3,2,5,4,4,4,3,5,5,2,3,4,3,1,5, ,5,2,5,5,5,3,4,3,2,3,5,5,4,4,3,5,5,1,4,2,5,4,5,1,5,5,5,4,5,3,5,5,5,3,4,3,2,1,5,5,5,5, ,3,1,4,2,1,2,3,2,1,3,4,3,1,1,1,4,1,1,2,1,4,2,1,3,1,4,4,1,4,2,5,5,5,1,1,2,2,1,5,5,1,3, ,4,5,5,5,5,5,5,5,4,4,4,3,1,1,2,2,3,4, ,4,5,5,5,5,5,5,5,2,2,2,3,5,5,4,4,3,2, , ,2019-05-09 09:58:17 UTC,2019-05-09 10:28:43 UTC, ,4.5,3.5,4.84615384615385,3.3,4.125,1.61538461538462,4.75,5,2.25,3.833333333
85,475005-474996-46948372,removed_to_protect_anonymity,54,male,0,warehouse supervisor,GCSE or equivalent,NA,GCSE or equivalent,2,"Average computer user, using the internet, standard applications etc.",3, ,3,3,4,3,2,3,3,2,4,2,3,2,3,2,2,3,3,3,3,4,3,3,4,2,3,4,3,3,2,3,2,2, ,2,3,2,4,4,3,3,2,2,3,4,4,3,3,4,3,3,3,4,3,3,4,3,4,2,3,3,3,2,3,3,4, ,4,1,4,3,4,3,4,3,3,3,4,4,4,4,2,4,4,1,3,3,5,3,5,3,5,5,5,4,4,5,3,3,3,3,2,4,1,1,5,5,3,4, ,4,2,4,3,3,3,4,3,4,3,5,3,3,4,2,4,3,3,3,3,4,2,4,3,4,4,4,3,3,3,3,3,3,2,2,3,2,2,5,5,3,5, ,4,4,4,4,2,2,3,4,3,2,3,2,2,2,4,5,3,4, ,4,4,4,4,2,2,3,4,3,4,3,4,4,4,2,1,3,2, , ,2019-05-09 10:03:45 UTC,2019-05-09 10:30:33 UTC, ,3,2.75,4,3.1,4.125,2.61538461538462,4,2.75,3.5,2.666666667
86,475005-474996-46947558,removed_to_protect_anonymity,28,female,1,Assurance Team Lead,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,"Average computer user, using the internet, standard applications etc.",3, ,2,3,2,4,2,2,3,4,4,2,2,4,4,4,1,4,2,4,2,4,2,5,4,2,5,3,4,3,4,3,4,2, ,2,2,4,2,5,3,2,4,2,5,3,4,4,4,2,3,4,2,4,5,4,4,3,2,2,2,3,4,4,2,2,4, ,5,1,5,2,2,2,5,2,4,4,4,5,1,5,1,5,2,1,4,1,5,4,5,1,5,5,5,2,4,1,4,5,4,2,1,4,1,1,5,5,1,5, ,3,1,5,2,1,2,2,2,3,4,4,4,1,5,1,4,1,2,4,1,4,2,4,4,3,5,4,1,2,1,4,4,4,2,3,4,1,1,5,5,1,4, ,2,5,4,4,4,5,5,5,3,2,1,2,2,1,2,2,5,2, ,2,5,4,4,4,5,5,5,3,4,5,4,4,5,4,4,1,4, , ,2019-05-09 09:50:19 UTC,2019-05-09 10:32:45 UTC, ,3.416666667,2.875,4.69230769230769,2,4,1.69230769230769,3.75,4.75,4,3.666666667
